profile_pic,ratio_numlen_username,len_fullname,ratio_numlen_fullname,len_desc,extern_url,private,num_posts,num_followers,num_following,fake,followers_following_ratio
0,0.149916238,1,0.0,0,0,0,4.499809670330265,6.658011045870748,8.155362120328135,1,0.2234348075818495
0,0.327822478,1,0.323467433,19,0,0,0.6931471805599453,3.9889840465642745,5.717027701406222,1,0.17434210526315788
0,0.137029521,1,0.137029521,0,0,1,0.0,0.0,3.713572066704308,1,0.0
0,0.193181707,1,0.087121079,0,0,0,1.6094379124341003,4.543294782270004,4.663439094112067,1,0.8773584905660378
1,0.0,2,0.0,35,0,0,5.262690188904886,6.892641641172089,4.343805421853684,0,12.779220779220779
1,0.10844843,2,0.0,0,0,0,3.1780538303479458,4.882801922586371,5.817111159963204,1,0.3898809523809524
1,0.119354987,1,0.0,28,0,0,5.5254529391317835,7.260522598089852,7.617759576608505,0,0.6991150442477876
1,0.0,3,0.0,0,0,0,4.574710978503383,6.289715570908998,6.470799503782602,0,0.8328173374613003
0,0.177235131,1,0.0,0,0,0,0.0,3.8918202981106265,4.574710978503383,1,0.4948453608247423
0,0.338878287,1,0.0,0,0,0,0.0,3.1354942159291497,3.7376696182833684,1,0.5238095238095238
0,0.4,0,0.0,0,0,0,0.0,3.295836866004329,3.8918202981106265,1,0.5306122448979592
1,0.140530687,2,0.0,42,0,0,2.9444389791664403,5.986452005284438,5.521460917862246,0,1.588
1,0.096986342,1,0.0,99,0,0,4.61512051684126,9.283590833715776,6.470799503782602,0,16.654798761609907
0,0.038672907,1,0.0,0,0,0,1.791759469228055,5.697093486505405,6.806829360392176,1,0.32853982300884954
1,0.0,2,0.0,16,0,0,6.775366090936392,6.393590753950631,6.912742820493176,0,0.5940298507462687
0,0.01550433,0,0.0,0,0,0,0.0,4.912654885736052,5.749392985908253,1,0.4299363057324841
0,0.230555449,1,0.0,0,0,0,2.772588722239781,4.290459441148391,1.9459101490553132,1,10.285714285714286
0,0.410760607,1,0.161521215,0,0,0,2.5649493574615367,4.74493212836325,6.434546518787453,1,0.18298555377207062
1,0.0,1,0.0,26,0,1,0.0,4.74493212836325,6.102558594613569,0,0.2550335570469799
1,0.054296263,2,0.0,11,0,0,4.912654885736052,7.21081845347222,6.206575926724928,0,2.7278225806451615
1,0.067958281,2,0.0,5,0,0,5.645446897643238,5.883322388488279,6.07073772800249,0,0.8267898383371824
1,0.0,1,0.0,22,0,0,5.799092654460526,6.918695219020472,7.461640392208575,0,0.5804597701149425
1,0.0,1,0.0,56,0,0,4.477336814478207,6.498282149476434,7.224753405767971,0,0.482884195193008
1,0.069717474,2,0.0,130,0,0,3.6375861597263857,6.799055862058796,4.290459441148391,0,12.273972602739725
1,0.0,2,0.0,0,0,0,1.9459101490553132,5.093750200806762,4.770684624465665,0,1.3728813559322033
1,0.0,1,0.0,130,0,0,5.0369526024136295,9.272281773516365,7.946263643580541,0,3.765663716814159
1,0.0,1,0.0,58,0,1,5.318119993844216,7.166265974133638,6.826545223556594,0,1.403470715835141
1,0.0,2,0.0,27,0,0,4.672828834461906,6.202535517187923,6.905753276311464,0,0.4939879759519038
1,0.16423778,0,0.0,1,0,0,1.0986122886681096,4.204692619390966,5.087596335232384,1,0.4074074074074074
1,0.0,1,0.0,35,0,1,3.784189633918261,6.486160788944089,6.92461239604856,0,0.6440511307767945
1,0.0,1,0.0,12,0,0,4.1588830833596715,6.744059186311348,7.047517221357296,0,0.7373913043478261
0,0.835503164,1,0.110063284,28,0,0,1.6094379124341003,4.110873864173311,4.31748811353631,1,0.8
1,0.0,0,0.0,10,0,0,8.781401907682376,13.677498284026184,4.02535169073515,0,15555.125
1,0.0,1,0.0,70,0,0,6.234410725718371,9.85413973290579,6.551080335043404,0,27.194285714285716
0,0.302544521,1,0.217314906,0,0,0,2.1972245773362196,4.406719247264253,4.605170185988092,1,0.81
1,0.0,2,0.0,66,0,0,3.8918202981106265,6.54534966033442,6.520621127558696,0,1.0235640648011781
0,0.304868076,2,0.0,0,0,0,0.0,3.8501476017100584,1.0986122886681096,1,15.333333333333334
0,0.412557419,1,0.179989667,0,0,0,0.6931471805599453,4.465908118654584,6.037870919922137,1,0.2052505966587112
0,0.57584478,1,0.220955816,0,0,0,0.0,3.784189633918261,6.18826412308259,1,0.08829568788501027
0,0.281476205,1,0.223716951,0,0,0,1.6094379124341003,4.955827057601261,6.052089168924417,1,0.33176470588235296
1,0.0,1,0.0,89,0,0,1.3862943611198906,4.1588830833596715,4.718498871295094,0,0.5625
1,0.13,0,0.0,0,0,1,3.9889840465642745,6.874198495453294,6.859614903654202,0,1.0136411332633788
1,0.090071125,2,0.0,8,0,1,3.4339872044851463,5.739792912179234,6.282266746896006,0,0.5794392523364486
1,0.0,2,0.0,55,1,0,7.059617628291383,13.20309507843665,6.513230110912307,0,804.2121661721068
1,0.0,2,0.0,63,0,0,5.648974238161206,7.457609289715606,7.05444965813294,0,1.4956822107081174
1,0.0,4,0.0,142,1,0,4.430816798843313,10.646234093587358,8.030409562130485,0,13.678164659941425
0,0.5,1,0.0,0,0,1,4.955827057601261,1.6094379124341003,5.634789603169249,1,0.014285714285714285
0,0.109927966,1,0.109603812,0,0,0,0.0,3.4657359027997265,4.51085950651685,1,0.34065934065934067
1,0.0,3,0.0,80,1,0,5.849324779946859,13.422836790720778,5.1298987149230735,0,3995.550295857988
0,0.24258485,1,0.0,0,0,0,0.0,8.008698182988528,6.756932389247553,1,3.4953488372093022
0,0.24,2,0.0,0,0,0,0.0,4.02535169073515,3.8501476017100584,1,1.1702127659574468
1,0.0,0,0.0,86,0,1,4.007333185232471,5.560681631015528,7.22402480828583,0,0.18877551020408162
1,0.068661448,1,0.0,0,0,0,0.6931471805599453,4.127134385045092,3.4011973816621555,0,2.033333333333333
0,0.103011843,1,0.0,0,0,1,1.6094379124341003,1.791759469228055,3.2188758248682006,1,0.2
0,0.606151045,1,0.0,0,0,1,2.70805020110221,2.772588722239781,4.07753744390572,1,0.2542372881355932
1,0.5,1,0.0,0,0,1,0.0,2.5649493574615367,4.356708826689592,1,0.15384615384615385
0,0.337085976,1,0.0,0,0,0,0.0,4.07753744390572,3.4965075614664802,1,1.7575757575757576
1,0.0,0,0.0,5,0,1,4.672828834461906,5.583496308781699,5.645446897643238,0,0.9363957597173145
1,0.0,1,0.0,0,0,1,1.9459101490553132,5.153291594497779,5.181783550292085,0,0.9662921348314607
1,0.0,2,0.0,45,0,1,4.418840607796598,5.545177444479562,6.284134161070802,0,0.47574626865671643
0,0.336480033,1,0.0,0,0,0,0.0,3.713572066704308,5.4638318050256105,1,0.1694915254237288
1,0.058214381,0,0.0,0,0,0,1.9459101490553132,5.030437921392435,4.454347296253507,0,1.7674418604651163
1,0.0,2,0.0,0,0,1,4.2626798770413155,6.248042874508429,6.139884552226255,0,1.1120689655172413
0,0.055260221,1,0.0,0,0,0,0.0,3.9318256327243257,4.02535169073515,1,0.8928571428571429
1,0.0,2,0.0,17,0,0,5.407171771460119,6.373319789577012,6.520621127558696,0,0.8615611192930781
1,0.92,1,1.0,0,0,0,2.4849066497880004,4.574710978503383,5.493061443340548,1,0.3950617283950617
0,0.329513131,1,0.09756251,0,0,0,0.6931471805599453,3.9512437185814275,4.0943445622221,1,0.85
0,0.464465381,1,0.0,0,0,0,0.0,3.1780538303479458,3.1354942159291497,1,1.0
1,0.062897001,1,0.0,16,0,0,3.970291913552122,7.503289630675082,6.428105272684596,0,2.9289176090468496
1,0.0,2,0.0,11,0,1,3.4965075614664802,8.24301946898925,5.631211781821365,0,13.620071684587813
0,0.234166755,1,0.33,0,0,0,0.6931471805599453,3.8918202981106265,2.4849066497880004,1,4.0
1,0.248569747,2,0.0,31,0,1,5.308267697401205,7.259116128097101,7.090076835776092,0,1.1833333333333333
1,0.245216908,0,0.0,0,0,0,3.044522437723423,5.529429087511423,5.799092654460526,0,0.7606060606060606
0,0.198051272,1,0.0,3,0,0,0.0,3.970291913552122,3.4339872044851463,1,1.6774193548387097
1,0.0,0,0.0,0,0,1,4.6443908991413725,5.583496308781699,5.579729825986222,0,1.0
0,0.152691627,1,0.0,0,0,0,0.0,3.8066624897703196,4.110873864173311,1,0.7213114754098361
0,0.353126984,1,0.0,4,0,1,0.0,3.970291913552122,6.0112671744041615,1,0.12745098039215685
1,0.13,1,0.0,0,0,1,2.1972245773362196,3.713572066704308,4.204692619390966,1,0.5970149253731343
0,0.38,1,0.0,0,0,0,0.0,4.110873864173311,3.4657359027997265,1,1.875
1,0.056591362,2,0.0,22,0,0,4.875197323201151,7.126087273299125,5.8998973535824915,0,3.4054794520547946
1,0.2,2,0.0,19,0,0,1.6094379124341003,7.306531398939505,8.22040309993373,1,0.40069967707212056
0,0.193204623,1,0.0,0,0,0,0.0,1.0986122886681096,2.302585092994046,1,0.2
1,0.0,2,0.0,0,0,0,1.791759469228055,4.912654885736052,5.176149732573829,0,0.7627118644067796
1,0.086890977,1,0.0,11,0,1,5.135798437050262,7.359467638255621,7.513709247839705,0,0.8565193671576651
0,0.28697736,1,0.243035958,0,0,0,0.0,2.833213344056216,3.1780538303479458,1,0.6666666666666666
1,0.0,2,0.0,55,1,0,5.883322388488279,14.888045433982189,5.605802066295998,0,10745.507352941177
1,0.0,3,0.0,23,0,1,5.793013608384144,6.2878585601617845,6.910750787961936,0,0.5353938185443669
1,0.055160048,2,0.0,31,0,0,4.948759890378168,7.210079628170788,6.447305862541213,0,2.1426307448494453
0,0.269958774,1,0.0,0,0,0,0.0,3.8918202981106265,4.543294782270004,1,0.5106382978723404
1,0.054229666,3,0.0,5,0,0,4.820281565605037,7.952615111650999,6.385194398997726,0,4.792580101180438
0,0.269015277,1,0.0,0,0,0,0.0,2.0794415416798357,2.995732273553991,1,0.35
1,0.0,1,0.0,0,0,0,6.0330862217988015,7.01571242048723,7.5256399750415355,0,0.6
1,0.0,3,0.137335661,82,0,0,5.187385805840755,6.565264970035361,6.22455842927536,0,1.4039603960396039
1,0.0,2,0.0,61,0,1,5.384495062789089,7.050122520269059,5.680172609017068,0,3.931740614334471
1,0.0,1,0.0,65,1,0,4.442651256490317,6.642486801367256,5.298317366548036,0,3.83
1,0.0,0,0.0,31,0,0,6.222576268071369,7.790282380703483,6.928537818164665,0,2.366307541625857
1,0.0,3,0.0,148,0,0,3.6635616461296463,6.675823221634848,5.4638318050256105,1,3.3559322033898304
1,0.0,1,0.0,7,0,1,2.1972245773362196,5.1647859739235145,5.176149732573829,0,0.9830508474576272
1,0.154030326,0,0.0,0,0,0,0.0,4.634728988229636,3.091042453358316,0,4.636363636363637
0,0.208372235,0,0.0,0,0,1,2.0794415416798357,3.6888794541139363,4.204692619390966,1,0.582089552238806
1,0.29,1,0.33,0,0,1,1.6094379124341003,4.356708826689592,7.146772179452637,1,0.06062992125984252
1,0.428103808,0,0.0,0,0,1,0.0,2.9444389791664403,4.343805421853684,1,0.23376623376623376
0,0.46,1,0.46,0,0,0,1.0986122886681096,3.713572066704308,2.995732273553991,1,2.0
0,0.423138389,0,0.0,0,0,0,1.3862943611198906,4.804021044733257,5.501258210544727,1,0.49387755102040815
1,0.028188563,2,0.0,41,0,0,5.1647859739235145,7.088408778675395,5.796057750765372,0,3.6382978723404253
1,0.0,2,0.0,126,1,1,1.791759469228055,5.43372200355424,5.476463551931511,0,0.9539748953974896
1,0.045276248,1,0.0,0,0,0,2.302585092994046,4.74493212836325,4.605170185988092,0,1.14
1,0.0,2,0.0,0,0,0,2.70805020110221,4.969813299576001,6.2166061010848646,1,0.28542914171656686
0,0.121523278,1,0.0,0,0,0,0.0,3.4965075614664802,5.384495062789089,1,0.14678899082568808
0,0.612710673,0,0.122030494,0,0,0,1.791759469228055,4.795790545596741,5.517452896464707,1,0.4819277108433735
0,0.845371708,1,0.788155948,0,0,1,4.836281906951478,2.639057329615259,5.713732805509369,1,0.0429042904290429
1,0.0,1,0.0,74,0,0,5.529429087511423,9.633186877915122,6.182084906716632,0,31.53305785123967
0,0.726209901,1,0.0,0,0,0,0.0,4.219507705176107,3.295836866004329,1,2.4814814814814814
1,0.0,1,0.0,8,0,1,3.9512437185814275,5.700443573390686,6.88653164253051,1,0.30439223697650664
1,0.0,2,0.0,1,0,0,3.5263605246161616,5.093750200806762,5.4680601411351315,0,0.6835443037974683
1,0.0,2,0.0,0,0,0,5.786897381366708,6.569481420414296,6.042632833682381,0,1.6912114014251782
1,0.0,3,0.0,145,1,0,4.672828834461906,10.620375673477872,8.258681496264236,0,10.608650608650608
0,0.436139634,1,0.12047433,0,0,0,0.0,2.639057329615259,3.332204510175204,1,0.4642857142857143
1,0.298860434,0,0.037605689,0,0,1,2.772588722239781,5.666426688112432,7.0707241072602764,1,0.24468988954970264
1,0.0,0,0.0,115,0,0,4.844187086458591,6.887552571664617,7.618251097876695,0,0.4810810810810811
1,0.0,2,0.0,113,0,1,5.768320995793772,6.508769136971682,8.15248607578024,0,0.19297235023041476
1,0.88,1,0.0,0,0,1,3.6888794541139363,2.1972245773362196,4.110873864173311,1,0.13114754098360656
0,0.08485594,1,0.0,0,0,0,0.0,0.0,2.1972245773362196,1,0.0
0,0.364887405,2,0.0,0,0,0,0.0,3.4657359027997265,1.6094379124341003,1,6.2
1,0.44,1,0.0,30,0,1,3.5263605246161616,5.327876168789581,5.10594547390058,0,1.2424242424242424
1,0.0,2,0.0,23,0,0,4.875197323201151,5.616771097666572,5.327876168789581,0,1.3300970873786409
0,0.21631385,0,0.0,9,0,1,0.0,2.639057329615259,5.049856007249537,1,0.08333333333333333
0,0.309045716,1,0.0,0,0,0,0.0,3.6635616461296463,4.1588830833596715,1,0.59375
1,0.033393414,4,0.0,84,0,0,6.210600077024653,12.691943472338476,4.189654742026425,0,4926.015151515152
0,0.194229632,1,0.0,0,0,0,3.9318256327243257,7.416979621381154,8.673855001429615,1,0.28437072503419975
0,0.605470904,1,0.016533109,1,0,0,0.0,4.060443010546419,5.84354441703136,1,0.16521739130434782
1,0.0,1,0.0,0,0,0,3.9512437185814275,6.2166061010848646,7.1252830915107115,0,0.4022526146419952
0,0.039215543,1,0.058823314,0,0,0,0.0,3.9512437185814275,0.0,1,51.0
0,0.0,1,0.0,0,0,0,2.4849066497880004,5.293304824724492,6.835184586147301,1,0.2129032258064516
0,0.36085626,1,0.0,4,0,1,3.367295829986474,5.771441123130016,7.160845906664299,1,0.2484472049689441
0,0.358261031,1,0.0,0,0,0,0.0,3.8918202981106265,0.6931471805599453,1,24.0
1,0.0,1,0.0,59,0,0,6.1463292576688975,9.850139517034204,6.57507584059962,0,26.443514644351463
1,0.0,1,0.0,38,0,0,4.02535169073515,7.337587743538596,7.9420068084898565,0,0.5460362602204053
1,0.079281108,3,0.0,116,0,0,3.258096538021482,5.318119993844216,5.627621113690637,0,0.7302158273381295
0,0.159142447,1,0.0,0,0,0,0.0,2.5649493574615367,3.091042453358316,1,0.5454545454545454
1,0.32720234,1,0.028798724,38,0,0,0.6931471805599453,2.1972245773362196,3.091042453358316,1,0.36363636363636365
0,0.48489832,1,0.204184149,0,0,0,0.0,4.3694478524670215,6.635946555686647,1,0.10236220472440945
0,0.048898716,1,0.0,0,0,0,0.0,3.9512437185814275,0.0,1,51.0
0,0.635765635,1,0.612326405,0,0,0,1.3862943611198906,4.060443010546419,4.1588830833596715,1,0.890625
1,0.295436207,1,0.0,1,0,1,2.1972245773362196,4.605170185988092,6.18826412308259,0,0.2032854209445585
1,0.0,1,0.0,19,0,1,6.760414691083428,7.089243155027514,8.335671314792847,0,0.28729016786570744
1,0.295016621,2,0.168496327,0,0,0,1.6094379124341003,4.0943445622221,5.111987788356544,1,0.35542168674698793
1,0.525744838,1,0.0,0,0,1,1.0986122886681096,2.3978952727983707,4.3694478524670215,1,0.12658227848101267
1,0.0,1,0.0,146,0,0,6.8885724595653635,9.826660502422802,6.903747257584598,0,18.59437751004016
1,0.089725175,0,0.0,0,0,0,2.3978952727983707,4.852030263919617,4.6443908991413725,0,1.2211538461538463
1,0.0,1,0.0,37,0,0,8.11162807830774,13.405419767866016,6.095824562432225,0,1494.5698198198197
0,0.407455271,1,0.0,0,0,0,0.6931471805599453,3.828641396489095,4.465908118654584,1,0.5172413793103449
1,0.0,2,0.0,145,0,0,2.302585092994046,6.025865973825314,4.976733742420574,0,2.8482758620689657
0,0.000680174,1,0.0,0,0,0,1.791759469228055,3.4657359027997265,3.9512437185814275,1,0.5961538461538461
1,0.0,1,0.0,41,0,0,4.700480365792417,6.295266001439646,6.551080335043404,0,0.7728571428571429
1,0.48898242,3,0.0,23,0,0,2.639057329615259,5.062595033026967,5.736572297479192,1,0.5064516129032258
1,0.059003915,0,0.0,0,0,1,1.0986122886681096,1.0986122886681096,4.382026634673881,1,0.025
1,0.0,2,0.0,35,0,0,4.356708826689592,6.035481432524756,5.8944028342648505,0,1.1487603305785123
1,0.0,2,0.0,18,0,0,4.564348191467836,6.248042874508429,6.4967749901858625,0,0.7782805429864253
1,0.112734617,2,0.0,14,0,0,3.9318256327243257,7.141245122350491,6.20050917404269,0,2.559837728194726
0,0.184152527,1,0.184152527,0,0,1,1.0986122886681096,3.1780538303479458,4.605170185988092,1,0.23
0,0.008498274,1,0.0,0,0,0,0.0,4.02535169073515,1.0986122886681096,1,18.333333333333332
0,0.131157892,1,0.0,0,0,0,0.0,3.7612001156935624,6.418364935936212,1,0.06851549755301795
0,0.458129974,1,0.0,0,0,0,0.0,4.143134726391533,3.4339872044851463,1,2.0
1,0.527836872,1,0.274490225,0,0,0,3.8066624897703196,4.430816798843313,5.117993812416755,1,0.49700598802395207
1,0.0,1,0.0,46,0,0,3.9512437185814275,6.444131256700441,6.3818160174060985,0,1.0626057529610828
1,0.295757031,0,0.140017972,0,0,1,2.4849066497880004,5.3706380281276624,7.098375638590786,1,0.1768595041322314
1,0.055283521,2,0.0,12,0,0,5.700443573390686,5.942799375126701,6.028278520230698,0,0.9156626506024096
0,0.2,1,0.0,0,0,0,0.0,3.1354942159291497,2.4849066497880004,1,1.8333333333333333
0,0.241429875,1,0.0,0,0,0,1.0986122886681096,4.820281565605037,4.969813299576001,1,0.8541666666666666
0,0.488426746,1,0.149005371,0,0,0,1.0986122886681096,2.8903717578961645,2.9444389791664403,1,0.8947368421052632
1,0.326730246,1,0.0,24,0,0,2.5649493574615367,5.594711379601839,7.717796211013582,1,0.11921708185053381
1,0.016612267,2,0.0,86,0,0,2.772588722239781,6.052089168924417,6.352629396319567,0,0.7386759581881533
0,0.2,1,0.111308833,46,0,0,1.0986122886681096,2.3978952727983707,4.007333185232471,1,0.18181818181818182
1,0.095811678,2,0.0,44,0,0,4.919980925828125,8.619027497297505,6.07993319509559,0,12.665903890160184
0,0.190487752,0,0.0,69,0,0,3.4011973816621555,5.786897381366708,7.40184157874383,1,0.19829164124466137
1,0.0,0,0.0,1,0,0,4.248495242049359,5.802118375377063,6.335054251498059,0,0.5851063829787234
1,0.0,3,0.0,148,0,0,3.4657359027997265,6.85751406254539,5.384495062789089,1,4.3577981651376145
1,0.0,0,0.0,2,0,1,2.302585092994046,5.087596335232384,5.973809611869261,0,0.40966921119592875
1,0.0,1,0.0,7,0,1,2.0794415416798357,5.123963979403259,5.10594547390058,0,1.0121212121212122
0,0.432621032,1,0.426243187,0,0,0,0.0,4.276666119016055,6.075346031088684,1,0.1632183908045977
1,0.0,3,0.0,24,0,0,4.976733742420574,6.042632833682381,5.605802066295998,0,1.5441176470588236
1,0.0,1,0.0,67,0,0,4.04305126783455,6.962243464266207,7.57095858316901,0,0.5435342606903658
1,0.0,2,0.0,54,1,0,5.393627546352361,9.619199713152362,6.38856140554563,0,25.294117647058822
0,0.635639748,1,0.026161514,0,0,0,0.0,3.7376696182833684,3.828641396489095,1,0.8913043478260869
1,0.0,2,0.0,31,0,1,4.143134726391533,5.652489180268651,6.3080984415095305,0,0.517304189435337
1,0.0,0,0.220372162,68,0,0,5.181783550292085,7.418780882750794,6.716594773520978,0,2.016949152542373
1,0.0,0,0.0,107,0,0,3.1354942159291497,6.532334292222349,5.720311776607412,0,2.2491803278688525
1,0.0,2,0.0,0,0,0,1.6094379124341003,4.454347296253507,4.04305126783455,0,1.4912280701754386
1,0.0,0,0.0,0,0,0,4.356708826689592,4.304065093204169,3.58351893845611,1,2.0277777777777777
1,0.0,2,0.035578774,52,1,0,5.83773044716594,9.020268861722167,6.150602768446279,0,17.62899786780384
1,0.010524076,1,0.0,74,0,0,4.969813299576001,9.239607869656751,7.080867896690782,0,8.65937762825904
0,0.302092548,1,0.0,0,0,0,0.0,3.8918202981106265,4.532599493153256,1,0.5161290322580645
1,0.155557972,2,0.0,19,0,1,3.2188758248682006,3.8501476017100584,4.442651256490317,0,0.5411764705882353
0,0.214007066,1,0.144015898,0,0,0,0.0,2.70805020110221,3.1780538303479458,1,0.5833333333333334
1,0.081012849,0,0.060759637,41,0,0,1.3862943611198906,3.1354942159291497,3.6375861597263857,1,0.5789473684210527
0,0.03844566,1,0.0,0,0,0,0.0,1.9459101490553132,6.395261598115449,1,0.01001669449081803
0,0.355414185,1,0.0,0,0,0,0.0,3.091042453358316,3.784189633918261,1,0.4772727272727273
1,0.060178756,1,0.0,0,0,0,4.844187086458591,4.927253685157205,4.406719247264253,0,1.670731707317073
0,0.495998924,1,0.0,0,0,0,0.0,3.9318256327243257,3.8712010109078907,1,1.0416666666666667
1,0.41,1,0.0,0,0,1,1.6094379124341003,2.1972245773362196,3.6375861597263857,1,0.21052631578947367
0,0.268653783,1,0.242540382,0,0,0,0.0,3.258096538021482,3.295836866004329,1,0.9259259259259259
0,0.267590078,1,0.0,0,0,0,0.0,4.553876891600541,4.143134726391533,1,1.492063492063492
1,0.192405518,2,0.0,15,1,0,3.1780538303479458,6.694562058521095,6.159095388491933,0,1.7061310782241015
1,0.033516647,1,0.0,34,0,1,0.0,2.70805020110221,2.833213344056216,1,0.8235294117647058
1,0.0,1,0.0,71,1,0,4.74493212836325,7.602401335665818,5.703782474656201,0,6.673333333333333
1,0.34426628,1,0.0,11,0,0,2.302585092994046,6.663132695990803,6.152732694704104,0,1.6638297872340426
1,0.063269105,1,0.0,0,0,1,2.302585092994046,5.54907608489522,5.834810737062605,0,0.7485380116959064
0,0.528790495,1,0.0,0,0,0,1.3862943611198906,4.564348191467836,5.82600010738045,1,0.28023598820059
0,0.074130759,1,0.0,0,0,1,0.0,0.6931471805599453,3.8918202981106265,1,0.02040816326530612
0,0.370450142,1,0.191190701,0,0,0,0.0,4.127134385045092,4.127134385045092,1,0.9838709677419355
1,0.054849039,2,0.0,66,0,0,3.6888794541139363,5.918893854273146,6.156978985585555,0,0.7860169491525424
1,0.0,3,0.0,0,0,0,3.5553480614894135,4.418840607796598,4.31748811353631,1,1.0933333333333333
1,0.202978714,0,0.0,0,0,1,2.639057329615259,4.882801922586371,6.137727054086234,0,0.28293736501079914
1,0.0,0,0.0,0,0,1,0.0,4.204692619390966,5.087596335232384,1,0.4074074074074074
1,0.0,3,0.0,46,0,0,5.529429087511423,10.82639633671186,6.796823718274855,0,56.23575418994413
1,0.304378544,1,0.0,0,0,0,2.4849066497880004,4.700480365792417,5.726847747587197,1,0.3550488599348534
0,0.017066476,1,0.0,0,0,0,0.0,3.9889840465642745,0.6931471805599453,1,26.5
1,0.0,2,0.0,98,1,0,6.1903154058531475,7.5822291942764615,7.9017475185201445,0,0.7261287934863064
0,0.0,1,0.0,0,0,0,1.3862943611198906,4.48863636973214,4.110873864173311,1,1.4426229508196722
1,0.0,1,0.0,48,0,1,7.0817085861055755,6.582025138892826,7.142036574706803,0,0.5704113924050633
1,0.0,0,0.0,0,1,1,4.143134726391533,5.765191102784844,6.345636360828596,0,0.5578947368421052
0,0.23497499,1,0.0,0,0,0,0.0,2.772588722239781,0.6931471805599453,1,7.5
1,0.0,1,0.0,22,0,1,4.882801922586371,5.634789603169249,7.025538314638521,1,0.248
1,0.369478041,1,0.0,8,0,0,0.0,2.70805020110221,4.07753744390572,1,0.23728813559322035
1,0.078103287,1,0.0,0,0,0,1.6094379124341003,4.31748811353631,3.784189633918261,0,1.6818181818181819
1,0.21535281,2,0.0,14,0,1,3.091042453358316,5.176149732573829,5.147494476813453,0,1.0232558139534884
0,0.273899155,1,0.0,0,0,0,0.6931471805599453,3.6888794541139363,4.174387269895637,1,0.6
0,0.0,1,0.0,0,0,1,0.0,0.0,6.720220155135295,1,0.0
1,0.0,2,0.0,85,0,0,6.416732282512326,13.142189533835461,4.897839799950911,0,3806.0522388059703
0,0.0,1,0.337311236,0,0,0,3.1780538303479458,5.075173815233827,6.54965074223381,1,0.22746781115879827
1,0.063587763,2,0.0,25,0,0,1.6094379124341003,3.258096538021482,4.897839799950911,1,0.1865671641791045
0,0.261669024,1,0.027876003,0,0,0,0.0,4.51085950651685,6.0063531596017325,1,0.22167487684729065
0,0.318298097,1,0.0,1,0,0,0.0,3.9889840465642745,3.4011973816621555,1,1.7666666666666666
0,0.25,1,0.0,0,0,0,0.0,4.532599493153256,6.0014148779611505,1,0.22772277227722773
1,0.0,2,0.0,111,0,1,4.787491742782046,4.584967478670572,5.988961416889864,0,0.24310776942355888
1,0.0,3,0.0,71,0,0,7.085901464365611,13.454067119950432,4.897839799950911,0,5199.022388059701
0,0.154498696,0,0.0,0,0,1,1.791759469228055,1.9459101490553132,5.3230099791384085,1,0.02926829268292683
0,0.288328564,1,0.0,0,0,0,0.0,4.219507705176107,6.634633357861686,1,0.08804204993429698
1,0.029301857,2,0.0,23,0,0,3.8918202981106265,6.035481432524756,5.937536205082426,0,1.1002638522427441
0,0.036329903,0,0.0,0,0,1,0.0,0.6931471805599453,4.143134726391533,1,0.015873015873015872
0,0.57,2,0.0,0,0,0,0.0,3.9318256327243257,3.912023005428146,1,1.0
